x,y,value,rgb_distance
4.03738318,0.925925926,908.108108108,9.66954
4.20560748,0.925925926,908.108108108,9.66954
4.37383178,0.925925926,908.108108108,9.66954
4.54205607,0.925925926,875.675675676,9.69536
4.71028037,0.925925926,875.675675676,8.062258
4.87850467,0.925925926,875.675675676,6.164414
5.04672897,0.925925926,875.675675676,6.164414
5.21495327,0.925925926,875.675675676,5.744563
5.38317757,0.925925926,843.243243243,5.123475
5.55140187,0.925925926,843.243243243,5.408327
5.71962617,0.925925926,843.243243243,11.5
5.88785047,0.925925926,843.243243243,11.5
6.05607477,0.925925926,843.243243243,10.30776
6.22429907,0.925925926,810.810810811,9.962429
6.39252336,0.925925926,810.810810811,9.962429
6.56074766,0.925925926,810.810810811,9.962429
6.72897196,0.925925926,843.243243243,8.558621
6.89719626,0.925925926,843.243243243,8.558621
7.06542056,0.925925926,843.243243243,8.558621
7.23364486,0.925925926,843.243243243,8.440972
7.40186916,0.925925926,843.243243243,8.674676
7.57009346,0.925925926,843.243243243,8.674676
7.73831776,0.925925926,875.675675676,5.830952
7.90654206,0.925925926,875.675675676,5.830952
8.07476636,0.925925926,875.675675676,5.830952
8.24299065,0.925925926,875.675675676,5.830952
8.41121495,0.925925926,875.675675676,6.164414
8.57943925,0.925925926,875.675675676,6.164414
8.74766355,0.925925926,875.675675676,6.164414
8.91588785,0.925925926,875.675675676,7
9.08411215,0.925925926,875.675675676,7
9.25233645,0.925925926,875.675675676,7
9.42056075,0.925925926,875.675675676,7
9.58878505,0.925925926,875.675675676,7
9.75700935,0.925925926,875.675675676,7
9.92523364,0.925925926,875.675675676,8.944272
10.0934579,0.925925926,875.675675676,8.944272
10.2616822,0.925925926,875.675675676,8.944272
10.4299065,0.925925926,875.675675676,8.944272
10.5981308,0.925925926,875.675675676,8.944272
10.7663551,0.925925926,875.675675676,8.944272
10.9345794,0.925925926,875.675675676,8.602325
11.1028037,0.925925926,875.675675676,7.348469
11.271028,0.925925926,875.675675676,7.348469
11.4392523,0.925925926,875.675675676,7.348469
11.6074766,0.925925926,875.675675676,7.348469
11.7757009,0.925925926,875.675675676,7.348469
11.9439252,0.925925926,875.675675676,7.348469
12.1121495,0.925925926,843.243243243,8.440972
12.2803738,0.925925926,843.243243243,8.440972
12.4485981,0.925925926,843.243243243,8.440972
12.6168224,0.925925926,843.243243243,8.440972
12.7850467,0.925925926,843.243243243,8.440972
12.953271,0.925925926,843.243243243,8.440972
13.1214953,0.925925926,843.243243243,9.394147
13.2897196,0.925925926,843.243243243,9.394147
13.4579439,0.925925926,843.243243243,9.394147
13.6261682,0.925925926,843.243243243,9.394147
13.7943925,0.925925926,843.243243243,9.394147
13.9626168,0.925925926,843.243243243,9.394147
14.1308411,0.925925926,843.243243243,9.394147
14.2990654,0.925925926,875.675675676,3.162278
14.4672897,0.925925926,875.675675676,2.236068
14.635514,0.925925926,875.675675676,2
14.8037383,0.925925926,875.675675676,1.414214
14.9719626,0.925925926,843.243243243,4.272002
15.1401869,0.925925926,810.810810811,7.632169
15.3084112,0.925925926,810.810810811,5.315073
15.4766355,0.925925926,843.243243243,13.1244
15.6448598,0.925925926,843.243243243,10.30776
15.8130841,0.925925926,843.243243243,12.25765
15.9813084,0.925925926,843.243243243,12.25765
16.1495327,0.925925926,843.243243243,12.25765
